0.221230,5.172672,40.714818,108.850922
0.241048,5.648288,43.706243,112.489387
-0.215621,-3.941767,-24.393938,-50.936768
-0.007062,-0.187692,-1.240989,-2.116869
0.298669,4.398264,21.633990,35.825429
-1.733013,-19.981911,-75.341310,-92.020571
6.221882,51.612140,139.852344,123.996083
-11.690115,-55.859842,-86.556021,-42.228694
11.003679,12.221539,11.060260,10.000000
-4.868399,12.221539,-16.395940,10.000000
0.685617,-4.440511,8.050410,-3.338316
0.365929,-2.522381,5.974151,-4.300811
-0.237734,2.910591,-12.236366,17.732906
-0.139292,1.729281,-6.786824,8.535384
0.087002,-1.665122,10.893086,-23.290800
0.161685,-3.009426,18.588511,-37.200051
-0.319443,7.094257,-52.551566,130.726864
0.354185,-9.072801,77.546794,-220.265563
-0.163397,4.901909,-49.159495,165.456705
0.021167,-0.635000,6.487833,-21.889300
