0.219791,5.133804,40.366445,107.814439
0.248246,5.816716,45.016242,115.875232
-0.242973,-4.498877,-28.162706,-59.401381
0.095147,1.587286,8.982766,17.403564
-0.082815,-1.082141,-4.419166,-5.115657
-0.309288,-3.799817,-14.744472,-17.428331
0.908466,7.159968,18.546383,16.685524
-0.889576,-3.628288,-5.465127,-2.568816
0.203140,-0.350139,0.259722,0.970600
0.445017,-0.350139,-0.108278,0.970600
-0.738108,3.199237,-4.902754,3.398825
0.747415,-5.713904,14.683527,-12.005362
-0.339953,4.072413,-16.587024,23.088389
-0.111902,1.335803,-4.916282,5.595933
0.079663,-1.537673,10.158999,-21.889202
0.163651,-3.049471,18.859387,-37.808379
-0.319969,7.106553,-52.647083,130.973453
0.354323,-9.076456,77.578891,-220.359280
-0.163425,4.902740,-49.167776,165.484122
0.021167,-0.635000,6.487833,-21.889300
