k,f,Real(g),Imag(g),Abs(g),Real(IFFT(g)),Imag(IFFT(g))
26,0.48691630344328152000000,-0.00000000000000004577619,0.00000000000000001719342,0.00000000000000004889860,0.48691630344328141000000,-0.00000000000000003816392
27,0.66686756917041801000000,-0.00000000000000003611298,0.00000000000000003151728,0.00000000000000004793210,0.66686756917041778000000,-0.00000000000000015265567
28,0.82344863567516469000000,-0.00000000000000009696665,-0.00000000000000001904390,0.00000000000000009881903,0.82344863567516446000000,-0.00000000000000005551115
29,0.94415039943308243000000,0.00000000000000001756469,-0.00000000000000013990819,0.00000000000000014100645,0.94415039943308243000000,0.00000000000000012490009
30,1.01848448975964480000000,0.00000000000000011918540,-0.00000000000000001341538,0.00000000000000011993803,1.01848448975964460000000,-0.00000000000000009714451
31,1.03864325142523640000000,-0.00000000000000000636669,0.00000000000000003449878,0.00000000000000003508134,1.03864325142523640000000,-0.00000000000000001734723
32,1.00000000000000000000000,-0.00000000000000003385235,-0.00000000000000001864828,0.00000000000000003864893,0.99999999999999989000000,-0.00000000000000000000000
33,0.90141925496385189000000,0.00000000000000001505017,0.00000000000000000834161,0.00000000000000001720727,0.90141925496385178000000,0.00000000000000016132928
34,0.74535803893706531000000,-0.00000000000000002804446,-0.00000000000000004130460,0.00000000000000004992557,0.74535803893706531000000,0.00000000000000007979728
35,0.53775185127683633000000,0.00000000000000000038565,0.00000000000000000425690,0.00000000000000000427434,0.53775185127683667000000,0.00000000000000000693889
36,0.28769183036403956000000,-0.00000000000000005468866,-0.00000000000000001770472,0.00000000000000005748310,0.28769183036403967000000,-0.00000000000000029143354
37,0.00691213761402259540000,-0.00000000000000000909669,-0.00000000000000001430024,0.00000000000000001694835,0.00691213761402298400000,0.00000000000000016653345
38,-0.29088202278416075000000,-0.00000000000000010202974,-0.00000000000000001268801,0.00000000000000010281562,-0.29088202278416014000000,-0.00000000000000022551405
39,-0.59080577336991258000000,0.00000000000000000970239,-0.00000000000000014158393,0.00000000000000014191598,-0.59080577336991191000000,0.00000000000000005551115
40,-0.87765817919567302000000,0.00000000000000009992836,-0.00000000000000003265911,0.00000000000000010512989,-0.87765817919567313000000,-0.00000000000000002775558
41,-1.13680662184634820000000,0.00000000000000002059491,0.00000000000000001476757,0.00000000000000002534229,-1.13680662184634820000000,0.00000000000000063837824
42,-1.35503918197451870000000,0.00000000000000002270003,-0.00000000000000003362370,0.00000000000000004056901,-1.35503918197451820000000,0.00000000000000005551115
43,-1.52133417816729160000000,0.00000000000000002358804,0.00000000000000002800101,0.00000000000000003661219,-1.52133417816729160000000,0.00000000000000044408921
44,-1.62750095316113110000000,-0.00000000000000000876435,-0.00000000000000001287154,0.00000000000000001557211,-1.62750095316113090000000,0.00000000000000036082248
45,-1.66865369121771860000000,-0.00000000000000000297660,-0.00000000000000001455442,0.00000000000000001485568,-1.66865369121771900000000,-0.00000000000000024980018
46,-1.64349003201446990000000,-0.00000000000000003137335,-0.00000000000000001891719,0.00000000000000003663533,-1.64349003201446990000000,-0.00000000000000016653345
47,-1.55435791867081010000000,0.00000000000000002666814,-0.00000000000000005509576,0.00000000000000006121056,-1.55435791867081030000000,-0.00000000000000005551115
48,-1.40710678118654850000000,0.00000000000000001796239,-0.00000000000000000434584,0.00000000000000001848063,-1.40710678118654850000000,0.00000000000000022204460
49,-1.21073205286376000000000,-0.00000000000000001570571,0.00000000000000000256896,0.00000000000000001591442,-1.21073205286376020000000,-0.00000000000000006938894
50,-0.97683437353672486000000,0.00000000000000003169437,-0.00000000000000002358315,0.00000000000000003950567,-0.97683437353672464000000,-0.00000000000000022204460
51,-0.71892590933996459000000,0.00000000000000001959201,0.00000000000000000836084,0.00000000000000002130142,-0.71892590933996459000000,-0.00000000000000005551115
52,-0.45162535074177351000000,0.00000000000000000521889,0.00000000000000001492002,0.00000000000000001580644,-0.45162535074177396000000,0.00000000000000009714451
53,-0.18978979161356668000000,0.00000000000000002248390,-0.00000000000000000759131,0.00000000000000002373086,-0.18978979161356690000000,-0.00000000000000022204460
54,0.05236455555186292400000,-0.00000000000000005671933,-0.00000000000000003691238,0.00000000000000006767279,0.05236455555186270100000,0.00000000000000016653345
55,0.26210021412672901000000,0.00000000000000004888623,-0.00000000000000005533805,0.00000000000000007383877,0.26210021412672868000000,0.00000000000000000000000
56,0.42890478568070306000000,0.00000000000000008141058,-0.00000000000000003397219,0.00000000000000008821447,0.42890478568070300000000,0.00000000000000008326673
57,0.54510121105022891000000,-0.00000000000000001715549,-0.00000000000000000671880,0.00000000000000001842425,0.54510121105022902000000,-0.00000000000000024980018
58,0.60628556355847540000000,0.00000000000000006819318,-0.00000000000000000262580,0.00000000000000006824372,0.60628556355847529000000,0.00000000000000008326673
59,0.61156634940482224000000,0.00000000000000006672273,0.00000000000000000000000,0.00000000000000006672273,0.61156634940482257000000,-0.00000000000000011102230
60,0.56359120964698239000000,0.00000000000000005206973,-0.00000000000000001721849,0.00000000000000005484280,0.56359120964698262000000,-0.00000000000000009714451
61,0.46835968076889456000000,-0.00000000000000001243713,0.00000000000000000276803,0.00000000000000001274144,0.46835968076889489000000,0.00000000000000034694470
62,0.33483351141470818000000,0.00000000000000012873961,0.00000000000000005551115,0.00000000000000014019762,0.33483351141470824000000,0.00000000000000004857226
63,0.17436818167257134000000,0.00000000000000003088412,0.00000000000000002845764,0.00000000000000004199603,0.17436818167257168000000,0.00000000000000024806546
64,0.00000000000000044085829,-0.00000000000000010194025,0.00000000000000000000000,0.00000000000000010194025,0.00000000000000044085829,-0.00000000000000022204460
65,-0.17436818167257045000000,0.00000000000000003080280,-0.00000000000000002858139,0.00000000000000004202033,-0.17436818167257034000000,0.00000000000000005030698
66,-0.33483351141470585000000,0.00000000000000008805035,-0.00000000000000002775558,0.00000000000000009232137,-0.33483351141470585000000,-0.00000000000000009367507
67,-0.46835968076889406000000,-0.00000000000000001490303,-0.00000000000000000248107,0.00000000000000001510814,-0.46835968076889406000000,-0.00000000000000015959456
68,-0.56359120964698206000000,0.00000000000000005206973,0.00000000000000001721849,0.00000000000000005484280,-0.56359120964698195000000,-0.00000000000000012490009
69,-0.61156634940482268000000,0.00000000000000001485975,0.00000000000000008326673,0.00000000000000008458227,-0.61156634940482268000000,-0.00000000000000022204460
70,-0.60628556355847540000000,0.00000000000000005264807,-0.00000000000000000156504,0.00000000000000005267133,-0.60628556355847529000000,-0.00000000000000024980018
71,-0.54510121105022924000000,-0.00000000000000001329860,0.00000000000000001759285,0.00000000000000002205360,-0.54510121105022979000000,-0.00000000000000038857806
72,-0.42890478568070373000000,0.00000000000000008141058,0.00000000000000003397219,0.00000000000000008821447,-0.42890478568070367000000,0.00000000000000008326673
73,-0.26210021412672890000000,0.00000000000000004103277,0.00000000000000005521130,0.00000000000000006878936,-0.26210021412672879000000,-0.00000000000000022204460
74,-0.05236455555186536600000,-0.00000000000000004775610,0.00000000000000003839654,0.00000000000000006127756,-0.05236455555186536600000,0.00000000000000005551115
75,0.18978979161356535000000,0.00000000000000002502184,0.00000000000000003120704,0.00000000000000003999965,0.18978979161356518000000,-0.00000000000000005551115
76,0.45162535074177224000000,0.00000000000000000521889,-0.00000000000000001492002,0.00000000000000001580644,0.45162535074177201000000,-0.00000000000000004163336
77,0.71892590933996503000000,0.00000000000000003410903,-0.00000000000000000805802,0.00000000000000003504793,0.71892590933996492000000,-0.00000000000000021510571
78,0.97683437353672187000000,0.00000000000000003001205,0.00000000000000002781364,0.00000000000000004091847,0.97683437353672131000000,0.00000000000000016653345
79,1.21073205286375880000000,-0.00000000000000001432004,0.00000000000000000384187,0.00000000000000001482645,1.21073205286375840000000,-0.00000000000000022204460
80,1.40710678118654760000000,0.00000000000000001796239,0.00000000000000000434584,0.00000000000000001848063,1.40710678118654760000000,0.00000000000000005551115
81,1.55435791867080870000000,0.00000000000000002698329,0.00000000000000005457492,0.00000000000000006088120,1.55435791867080870000000,0.00000000000000023592239
82,1.64349003201446960000000,-0.00000000000000003068817,0.00000000000000001443700,0.00000000000000003391446,1.64349003201446920000000,0.00000000000000038857806
83,1.66865369121771860000000,-0.00000000000000000772421,0.00000000000000001070218,0.00000000000000001319849,1.66865369121771860000000,0.00000000000000011102230
84,1.62750095316113110000000,-0.00000000000000000876435,0.00000000000000001287154,0.00000000000000001557211,1.62750095316113110000000,0.00000000000000019428903
85,1.52133417816729290000000,0.00000000000000000874212,-0.00000000000000000725941,0.00000000000000001136326,1.52133417816729330000000,0.00000000000000061062266
86,1.35503918197451980000000,0.00000000000000001104837,0.00000000000000002347105,0.00000000000000002594141,1.35503918197451980000000,0.00000000000000005551115
87,1.13680662184635000000000,0.00000000000000001334493,-0.00000000000000000955756,0.00000000000000001641445,1.13680662184635040000000,0.00000000000000066613381
88,0.87765817919567313000000,0.00000000000000009992836,0.00000000000000003265911,0.00000000000000010512989,0.87765817919567302000000,-0.00000000000000047184479
89,0.59080577336991558000000,0.00000000000000000913474,0.00000000000000014039174,0.00000000000000014068861,0.59080577336991558000000,0.00000000000000007632783
90,0.29088202278416220000000,-0.00000000000000009567649,0.00000000000000003072778,0.00000000000000010048974,0.29088202278416231000000,-0.00000000000000001734723
91,-0.00691213761402120760000,0.00000000000000004465835,0.00000000000000005174945,0.00000000000000006835476,-0.00691213761402115210000,0.00000000000000004163336
92,-0.28769183036403939000000,-0.00000000000000005468866,0.00000000000000001770472,0.00000000000000005748310,-0.28769183036403928000000,-0.00000000000000030531133
93,-0.53775185127683334000000,0.00000000000000000361124,-0.00000000000000001146917,0.00000000000000001202426,-0.53775185127683334000000,-0.00000000000000020816682
94,-0.74535803893706509000000,-0.00000000000000000048406,0.00000000000000006892653,0.00000000000000006892823,-0.74535803893706487000000,-0.00000000000000012490009
95,-0.90141925496385156000000,0.00000000000000000935388,-0.00000000000000000664827,0.00000000000000001147582,-0.90141925496385145000000,0.00000000000000009367507
96,-0.99999999999999978000000,-0.00000000000000003385235,0.00000000000000001864828,0.00000000000000003864893,-0.99999999999999967000000,0.00000000000000000000000
97,-1.03864325142523640000000,-0.00000000000000000860100,-0.00000000000000003472030,0.00000000000000003576977,-1.03864325142523640000000,-0.00000000000000007459311
98,-1.01848448975964430000000,0.00000000000000008618396,-0.00000000000000001420655,0.00000000000000008734701,-1.01848448975964410000000,-0.00000000000000022551405
99,-0.94415039943308288000000,0.00000000000000000155602,0.00000000000000010879624,0.00000000000000010880737,-0.94415039943308265000000,-0.00000000000000002081668
100,-0.82344863567516713000000,-0.00000000000000009696665,0.00000000000000001904390,0.00000000000000009881903,-0.82344863567516713000000,-0.00000000000000001387779
101,-0.66686756917041978000000,-0.00000000000000004445053,-0.00000000000000004121091,0.00000000000000006061509,-0.66686756917042000000000,-0.00000000000000016653345
102,-0.48691630344328241000000,-0.00000000000000005412751,-0.00000000000000003447923,0.00000000000000006417636,-0.48691630344328246000000,-0.00000000000000005204170
103,-0.29734482445918919000000,0.00000000000000003445754,-0.00000000000000001667131,0.00000000000000003827864,-0.29734482445918942000000,-0.00000000000000016653345
104,-0.11229131446549590000000,-0.00000000000000003858108,0.00000000000000004208738,0.00000000000000005709507,-0.11229131446549590000000,0.00000000000000030531133
105,0.05459198713851631800000,-0.00000000000000001529190,-0.00000000000000001655829,0.00000000000000002253928,0.05459198713851620700000,-0.00000000000000019428903
106,0.19098172475095510000000,-0.00000000000000000190106,-0.00000000000000001125551,0.00000000000000001141492,0.19098172475095498000000,-0.00000000000000005551115
107,0.28664440807959524000000,0.00000000000000005597857,-0.00000000000000002757862,0.00000000000000006240337,0.28664440807959535000000,-0.00000000000000000000000
108,0.33406960764532956000000,0.00000000000000004028721,0.00000000000000003679461,0.00000000000000005456100,0.33406960764532945000000,-0.00000000000000008326673
109,0.32893722119262647000000,0.00000000000000001435911,-0.00000000000000000150121,0.00000000000000001443737,0.32893722119262703000000,0.00000000000000030531133
110,0.27039063944994757000000,0.00000000000000002805236,0.00000000000000005321167,0.00000000000000006015327,0.27039063944994779000000,0.00000000000000005551115
111,0.16109930132973393000000,0.00000000000000000845978,0.00000000000000000519546,0.00000000000000000992778,0.16109930132973438000000,0.00000000000000027755576
112,0.00710678118654894940000,-0.00000000000000001454343,0.00000000000000000608056,0.00000000000000001576339,0.00710678118654872740000,-0.00000000000000022204460
113,-0.18252656447731519000000,-0.00000000000000001679540,-0.00000000000000000235053,0.00000000000000001695908,-0.18252656447731530000000,-0.00000000000000006938894
114,-0.39626501902779893000000,-0.00000000000000003262064,0.00000000000000002671928,0.00000000000000004216664,-0.39626501902779893000000,-0.00000000000000011102230
115,-0.62079056068512528000000,-0.00000000000000000897986,-0.00000000000000007343231,0.00000000000000007397933,-0.62079056068512506000000,-0.00000000000000016653345
116,-0.84180599477402718000000,0.00000000000000005147499,0.00000000000000005470113,0.00000000000000007511250,-0.84180599477402684000000,-0.00000000000000026367797
117,-1.04489997847412970000000,0.00000000000000000881703,-0.00000000000000002057391,0.00000000000000002238361,-1.04489997847412950000000,-0.00000000000000022204460
118,-1.21642201277542750000000,0.00000000000000002284632,0.00000000000000000393262,0.00000000000000002318232,-1.21642201277542750000000,-0.00000000000000027755576
119,-1.34431484883455980000000,0.00000000000000001032338,0.00000000000000004697506,0.00000000000000004809603,-1.34431484883455980000000,-0.00000000000000066613381
120,-1.41885427934187010000000,0.00000000000000001673574,0.00000000000000007115604,0.00000000000000007309765,-1.41885427934187010000000,0.00000000000000019428903
121,-1.43325180887933270000000,0.00000000000000002870914,0.00000000000000005694523,0.00000000000000006377283,-1.43325180887933270000000,0.00000000000000041633363
122,-1.38408388978591850000000,0.00000000000000002648459,0.00000000000000013293029,0.00000000000000013554296,-1.38408388978591820000000,-0.00000000000000002775558
123,-1.27152178096122030000000,-0.00000000000000050226657,0.50000000000000000000000,0.50000000000000000000000,-1.27152178096122050000000,0.00000000000000022204460
124,-1.09934801495810940000000,0.00000000000000001116692,-0.00000000000000004676656,0.00000000000000004808130,-1.09934801495810940000000,0.00000000000000045796700
125,-0.87475822892514321000000,0.00000000000000000380028,-0.00000000000000003090262,0.00000000000000003113542,-0.87475822892514354000000,-0.00000000000000026367797
126,-0.60795996223728688000000,-0.00000000000000010718279,0.34999999999999998000000,0.34999999999999998000000,-0.60795996223728710000000,0.00000000000000017347235
127,-0.31159217813395851000000,0.00000000000000000888681,-0.00000000000000005604784,0.00000000000000005674800,-0.31159217813395895000000,-0.00000000000000032439329
